Rover ID,Latitude,Longitude,Timestamp
remain,"36° 36' 18.97"" N","-3° -26' -33.56"" E",2023-09-24 12:50:34
interesting,"-79° -26' -8.95"" N","62° 31' 31.34"" E",2023-06-27 04:35:44
position,"-76° -9' -11.92"" N","-143° -10' -5.69"" E",2023-01-17 07:26:28
even,"-86° -14' -49.39"" N","144° 10' 51.97"" E",2023-05-25 00:32:18
option,"-85° -23' -47.05"" N","-5° -37' -54.19"" E",2023-12-09 21:20:30
agent,"46° 16' 17.66"" N","-75° -3' -53.34"" E",2023-05-10 01:42:55
factor,"-12° -52' -15.97"" N","-155° -5' -33.57"" E",2023-02-20 08:15:44
still,"28° 47' 23.89"" N","-79° -20' -43.00"" E",2023-05-03 15:04:07
professor,"-38° -2' -24.73"" N","178° 37' 31.40"" E",2023-10-21 00:08:56
cover,"38° 6' 25.10"" N","-116° -5' -53.59"" E",2023-11-18 04:45:29
return,"-51° -3' -59.14"" N","71° 52' 0.54"" E",2023-05-09 20:21:12
gas,"27° 5' 32.60"" N","19° 8' 9.16"" E",2023-05-18 04:32:41
who,"54° 50' 53.58"" N","26° 45' 23.70"" E",2023-03-19 03:44:56
during,"-6° -50' -9.79"" N","-67° -39' -2.18"" E",2023-05-20 13:21:40
security,"36° 20' 55.42"" N","129° 41' 50.96"" E",2023-07-03 00:20:30
less,"0° -24' -11.09"" N","-142° -54' -20.95"" E",2023-08-16 11:40:47
however,"-12° -9' -53.96"" N","102° 50' 53.94"" E",2023-03-28 22:42:50
figure,"46° 14' 45.44"" N","-141° -5' -7.25"" E",2023-01-30 18:55:10
third,"83° 1' 22.94"" N","-79° -36' -53.00"" E",2023-04-10 06:08:14
perform,"-88° -58' -34.77"" N","-172° -58' -12.04"" E",2023-01-17 22:47:18
something,"-41° -29' -5.13"" N","-85° -38' -51.42"" E",2023-03-26 23:47:04
force,"-69° -41' -14.38"" N","-137° -34' -49.76"" E",2023-06-09 14:28:02
follow,"62° 40' 43.71"" N","-132° -49' -58.39"" E",2023-10-23 10:30:44
item,"-71° -5' -6.00"" N","-123° -35' -13.45"" E",2023-04-07 10:58:24
range,"7° 23' 14.38"" N","-36° -12' -41.70"" E",2023-05-27 13:56:21
sport,"27° 3' 25.65"" N","144° 5' 39.36"" E",2023-09-28 08:14:13
adult,"-7° -57' -23.96"" N","178° 24' 42.81"" E",2023-07-31 16:10:40
board,"30° 20' 5.80"" N","146° 42' 44.79"" E",2023-12-09 10:58:52
minute,"-44° -36' -13.65"" N","-84° -3' -12.56"" E",2023-01-30 07:10:06
pattern,"-1° -57' -32.80"" N","148° 4' 29.18"" E",2023-11-05 19:41:47
hard,"30° 52' 59.84"" N","144° 27' 58.44"" E",2023-04-20 08:05:07
business,"-22° -47' -22.01"" N","-83° -25' -40.54"" E",2023-08-13 02:07:07
player,"-7° -35' -21.51"" N","-47° -21' -22.96"" E",2023-07-01 13:18:14
mother,"-56° -49' -11.52"" N","16° 50' 7.60"" E",2023-05-08 07:39:09
administration,"6° 58' 19.89"" N","-92° -33' -38.27"" E",2023-02-05 18:21:53
officer,"-89° -13' -16.14"" N","119° 41' 17.26"" E",2023-10-17 20:26:11
political,"-20° -53' -22.07"" N","0° 16' 25.90"" E",2023-03-27 01:45:27
employee,"69° 43' 50.30"" N","-19° -20' -54.94"" E",2023-07-02 00:21:21
open,"-33° -35' -46.17"" N","-72° -25' -57.91"" E",2023-08-21 21:10:04
bar,"53° 31' 59.89"" N","80° 37' 8.88"" E",2023-12-14 13:52:04
cell,"-5° -30' -53.77"" N","-21° -50' -48.97"" E",2023-02-03 08:56:51
value,"-25° -16' -46.50"" N","62° 55' 25.93"" E",2023-04-04 14:39:21
teacher,"36° 39' 28.59"" N","41° 26' 23.14"" E",2023-11-05 13:52:56
involve,"59° 4' 47.43"" N","61° 20' 55.01"" E",2023-12-22 09:12:38
officer,"8° 5' 56.91"" N","-1° -32' -4.17"" E",2023-02-21 10:14:04
however,"-1° -21' -11.66"" N","-166° -18' -19.76"" E",2023-08-16 07:44:21
order,"74° 27' 19.72"" N","-32° -50' -18.01"" E",2023-09-07 21:10:26
administration,"-82° -22' -38.73"" N","168° 36' 1.34"" E",2023-11-22 20:03:50
that,"-31° -8' -32.33"" N","-55° -33' -14.70"" E",2023-06-07 05:59:19
tax,"39° 11' 10.81"" N","142° 32' 20.89"" E",2023-08-27 12:18:26
authority,"87° 36' 40.96"" N","7° 33' 27.76"" E",2023-01-17 12:51:54
education,"-32° -49' -19.08"" N","11° 53' 54.10"" E",2023-06-29 05:30:24
generation,"56° 48' 44.09"" N","-123° -46' -33.87"" E",2023-06-05 08:42:44
difficult,"-33° -33' -4.82"" N","-37° -44' -6.17"" E",2023-12-23 15:28:42
buy,"-55° -40' -41.25"" N","39° 56' 7.51"" E",2023-12-22 18:56:29
action,"-34° -2' -7.33"" N","167° 33' 40.35"" E",2023-05-12 23:39:14
PM,"19° 19' 52.97"" N","134° 37' 36.38"" E",2023-10-29 10:50:06
when,"-79° -46' -55.09"" N","-2° -59' -26.69"" E",2023-02-26 11:40:17
she,"-87° -23' -43.84"" N","-27° -47' -23.88"" E",2023-03-23 09:55:04
fund,"-28° -10' -20.68"" N","-111° -33' -51.35"" E",2023-06-25 19:49:01
same,"-10° -1' -49.14"" N","-54° -46' -26.88"" E",2023-12-24 12:53:50
sport,"-43° -59' -55.88"" N","-46° -33' -25.68"" E",2023-11-16 01:47:07
loss,"45° 24' 49.87"" N","-120° -57' -33.35"" E",2023-01-31 08:58:57
interview,"-71° -36' -40.26"" N","57° 3' 56.16"" E",2023-12-20 11:14:45
and,"73° 18' 34.07"" N","79° 54' 55.57"" E",2023-11-24 22:46:34
scientist,"-81° -40' -35.66"" N","-115° -45' -49.53"" E",2023-02-08 11:56:35
owner,"-85° -38' -29.70"" N","-164° -53' -15.39"" E",2023-05-27 09:34:53
task,"-30° -8' -5.45"" N","179° 7' 3.53"" E",2023-08-15 13:27:07
even,"-37° 0' -34.13"" N","134° 5' 0.09"" E",2023-10-20 07:40:56
responsibility,"-39° -32' -9.11"" N","-129° -42' -3.37"" E",2023-10-05 08:40:54
war,"-28° -39' -0.33"" N","52° 57' 5.89"" E",2023-07-08 15:28:31
low,"79° 12' 16.89"" N","60° 31' 26.72"" E",2023-07-04 05:20:23
require,"9° 33' 2.29"" N","-28° -41' -25.57"" E",2023-05-14 08:22:36
involve,"-22° -6' -40.59"" N","5° 1' 5.27"" E",2023-03-02 00:08:27
share,"-37° -26' -40.42"" N","148° 17' 32.38"" E",2023-03-03 17:23:12
hope,"52° 26' 4.04"" N","-179° -19' -37.63"" E",2023-02-23 23:17:13
place,"78° 59' 19.20"" N","-25° -19' -22.56"" E",2023-07-15 09:36:32
would,"-52° -11' -1.89"" N","-26° -47' -44.01"" E",2023-04-20 22:43:17
me,"-4° -12' -25.62"" N","0° 48' 44.06"" E",2023-01-08 00:38:35
billion,"-56° -11' -18.66"" N","-58° -39' -29.57"" E",2023-06-02 05:07:21
time,"20° 54' 22.91"" N","114° 42' 18.66"" E",2023-04-30 00:44:41
story,"82° 9' 8.19"" N","-110° -23' -21.35"" E",2023-12-13 05:12:55
lead,"63° 3' 44.11"" N","-172° -25' -19.91"" E",2023-05-02 15:17:53
enter,"-51° -11' -6.90"" N","51° 16' 58.66"" E",2023-03-09 10:53:39
surface,"-63° -55' -16.86"" N","-86° -56' -14.81"" E",2023-06-12 20:53:38
approach,"-29° -10' -7.16"" N","30° 46' 10.65"" E",2023-06-30 11:14:21
thus,"88° 6' 33.81"" N","19° 24' 45.41"" E",2023-05-20 03:35:39
purpose,"9° 23' 43.40"" N","99° 19' 39.36"" E",2023-05-04 16:45:41
represent,"0° -53' -20.63"" N","-28° -44' -24.51"" E",2023-11-15 05:22:28
care,"-88° -13' -54.85"" N","-95° -54' -33.40"" E",2023-09-30 13:37:04
yet,"-26° -31' -48.89"" N","-106° -18' -24.65"" E",2023-03-30 11:20:02
list,"-36° -34' -30.76"" N","61° 9' 3.38"" E",2023-06-28 23:59:37
woman,"37° 33' 24.42"" N","-7° -16' -4.92"" E",2023-07-09 09:23:18
capital,"-59° -8' -10.84"" N","-40° -17' -29.71"" E",2023-03-05 18:36:16
act,"30° 59' 1.04"" N","-88° -26' -6.51"" E",2023-08-04 08:25:29
grow,"59° 27' 58.43"" N","81° 27' 48.55"" E",2023-09-24 18:42:46
evening,"-67° -14' -22.47"" N","-87° -52' -56.99"" E",2023-05-16 08:06:48
job,"-40° -53' -55.53"" N","-152° -47' -46.19"" E",2023-01-28 06:40:53
manage,"67° 29' 22.49"" N","117° 12' 32.95"" E",2023-09-23 02:21:19
break,"-60° -37' -48.31"" N","101° 39' 12.55"" E",2023-04-04 23:06:01
involve,"59° 12' 0.31"" N","39° 56' 1.27"" E",2023-05-28 03:12:36
despite,"-19° -15' -29.55"" N","10° 58' 57.41"" E",2023-04-23 07:32:33
trip,"12° 25' 53.23"" N","91° 32' 54.76"" E",2023-05-08 08:02:27
present,"-10° -48' -38.48"" N","-45° -23' -24.68"" E",2023-12-24 12:39:34
hair,"-85° -33' -43.51"" N","156° 0' 43.64"" E",2023-01-04 09:32:23
skill,"82° 1' 6.61"" N","103° 26' 13.29"" E",2023-10-12 07:53:49
pull,"14° 39' 5.81"" N","-11° -16' -47.59"" E",2023-06-12 09:21:05
word,"-31° -2' -38.33"" N","124° 25' 10.01"" E",2023-10-28 20:20:57
production,"-89° -31' -18.85"" N","172° 31' 45.90"" E",2023-08-31 11:51:20
including,"9° 47' 4.95"" N","-166° -43' -26.94"" E",2023-02-21 16:31:37
authority,"64° 9' 20.48"" N","-61° -4' -55.28"" E",2023-11-28 04:22:03
sea,"-12° -51' -56.15"" N","-77° -46' -50.31"" E",2023-12-31 04:15:19
after,"77° 39' 46.40"" N","57° 25' 57.05"" E",2023-12-21 07:48:51
be,"-44° -3' -24.98"" N","-72° -23' -54.05"" E",2023-03-16 05:26:33
quite,"-23° -28' -47.51"" N","103° 50' 47.36"" E",2023-04-06 19:28:24
also,"-34° -9' -19.64"" N","-123° -39' -59.41"" E",2023-12-28 07:39:52
street,"-59° -23' -41.99"" N","-106° -25' -58.12"" E",2023-11-24 07:03:54
feeling,"45° 24' 52.09"" N","176° 44' 40.77"" E",2023-08-16 03:51:00
certainly,"-17° -21' -11.66"" N","-59° -18' -25.86"" E",2023-07-12 14:21:52
writer,"55° 16' 57.02"" N","-35° -21' -12.52"" E",2023-12-11 21:43:33
bit,"50° 5' 41.37"" N","103° 48' 17.51"" E",2023-12-14 21:39:06
none,"67° 19' 3.61"" N","-20° -52' -33.81"" E",2023-02-06 07:44:58
my,"-70° -56' -3.33"" N","7° 37' 24.25"" E",2023-02-06 18:10:30
true,"-56° -39' -11.97"" N","87° 13' 59.09"" E",2023-09-05 14:52:49
production,"-41° -57' -51.10"" N","23° 24' 9.58"" E",2023-04-08 00:47:36
close,"47° 32' 28.43"" N","-144° -54' -38.41"" E",2023-02-25 09:18:28
various,"-39° 0' -12.00"" N","77° 1' 35.99"" E",2023-07-02 15:33:10
be,"-35° -12' -8.82"" N","-173° -3' -27.36"" E",2023-09-26 09:11:24
author,"21° 10' 40.11"" N","-154° -47' -11.16"" E",2023-01-02 14:57:56
at,"34° 51' 19.13"" N","-80° -48' -48.97"" E",2023-06-22 03:30:40
meeting,"-80° -2' -56.65"" N","158° 52' 12.99"" E",2023-06-21 01:46:58
report,"21° 2' 58.34"" N","173° 28' 24.68"" E",2023-04-27 15:07:19
quality,"33° 50' 40.69"" N","-120° -17' -3.60"" E",2023-10-09 00:45:26
woman,"39° 36' 13.20"" N","52° 32' 34.91"" E",2023-03-27 13:14:43
modern,"47° 20' 17.06"" N","14° 38' 24.14"" E",2023-10-21 15:04:24
simple,"79° 40' 46.97"" N","-179° -1' -41.95"" E",2023-05-03 18:52:54
management,"39° 49' 27.25"" N","156° 24' 59.88"" E",2023-11-26 05:10:38
stock,"11° 54' 34.00"" N","174° 29' 34.75"" E",2023-04-12 23:07:36
response,"64° 13' 26.98"" N","-37° -35' -36.32"" E",2023-05-08 18:05:37
quality,"-17° -30' -21.63"" N","144° 11' 26.98"" E",2023-12-22 00:47:55
leave,"-67° -14' -0.44"" N","71° 56' 36.24"" E",2023-04-05 00:06:27
modern,"20° 44' 17.92"" N","0° -7' -4.89"" E",2023-04-22 03:07:43
both,"-59° -33' -25.96"" N","-125° -20' -11.70"" E",2023-11-11 02:51:29
stage,"-72° -8' -58.73"" N","-23° -31' -32.15"" E",2023-10-27 13:55:19
hold,"-81° -35' -58.39"" N","12° 29' 3.52"" E",2023-02-22 00:03:29
special,"74° 47' 25.09"" N","-165° 0' -38.75"" E",2023-06-24 08:08:46
card,"-43° -20' -57.31"" N","86° 49' 39.71"" E",2023-08-10 08:37:54
subject,"26° 42' 59.60"" N","173° 22' 37.73"" E",2023-07-26 02:55:43
him,"-82° -59' -22.85"" N","39° 0' 40.06"" E",2023-03-13 00:30:01
star,"-1° -40' -47.12"" N","138° 17' 58.29"" E",2023-01-29 14:45:12
me,"20° 44' 5.82"" N","-118° -47' -6.72"" E",2023-02-17 20:57:51
exist,"20° 32' 37.88"" N","-70° -38' -7.00"" E",2023-04-01 13:59:37
another,"33° 3' 33.22"" N","178° 39' 49.48"" E",2023-12-12 14:03:34
toward,"-75° -49' -20.68"" N","89° 23' 7.55"" E",2023-03-15 14:50:35
perform,"89° 2' 51.58"" N","-123° -48' -42.35"" E",2023-12-26 16:06:32
still,"-81° -43' -32.48"" N","-99° -48' -24.91"" E",2023-09-12 16:20:09
market,"-9° -16' -13.50"" N","-83° -35' -26.47"" E",2023-10-29 20:49:06
sort,"56° 51' 40.32"" N","-115° -49' -12.73"" E",2023-08-09 18:32:47
society,"11° 31' 15.72"" N","-76° -56' -30.97"" E",2023-11-23 21:39:36
six,"-55° -23' -27.31"" N","-130° -49' -6.12"" E",2023-06-18 00:29:25
offer,"40° 28' 20.29"" N","-175° -39' -13.56"" E",2023-05-09 23:20:05
couple,"39° 55' 33.64"" N","-42° -12' -56.13"" E",2023-12-21 04:33:26
policy,"-75° -37' -17.52"" N","-107° -40' -9.08"" E",2023-02-28 22:06:11
institution,"-61° -9' -7.44"" N","-103° -31' -49.94"" E",2023-04-11 03:14:52
total,"-67° -22' -28.04"" N","-48° -56' -31.46"" E",2023-09-05 12:39:07
include,"-31° -4' -3.77"" N","-100° -8' -12.66"" E",2023-04-07 21:42:18
I,"79° 9' 4.24"" N","111° 8' 6.61"" E",2023-10-24 02:53:08
federal,"81° 39' 16.44"" N","105° 45' 1.05"" E",2023-05-27 19:28:58
without,"41° 40' 52.25"" N","-138° -27' -42.18"" E",2023-02-20 14:53:15
happy,"41° 2' 44.34"" N","130° 45' 54.82"" E",2023-04-15 01:43:17
try,"75° 8' 15.87"" N","64° 42' 4.06"" E",2023-05-14 19:31:37
along,"-78° -20' -9.19"" N","76° 27' 0.46"" E",2023-05-24 01:41:11
society,"-60° -26' -47.30"" N","-105° -40' -2.75"" E",2023-12-10 19:39:36
water,"63° 22' 41.19"" N","-74° -32' -12.80"" E",2023-11-17 08:33:25
early,"26° 13' 39.38"" N","-100° -51' -54.34"" E",2023-12-11 04:16:38
trade,"84° 38' 19.43"" N","108° 49' 5.60"" E",2023-08-23 22:55:40
number,"-72° -2' -7.80"" N","1° 10' 53.96"" E",2023-05-13 10:57:33
simply,"20° 37' 32.47"" N","-35° -38' -54.11"" E",2023-05-23 11:24:21
state,"55° 40' 41.47"" N","-93° -8' -12.15"" E",2023-01-27 18:55:48
instead,"30° 30' 10.18"" N","-34° -20' -25.11"" E",2023-04-21 14:49:41
couple,"67° 31' 34.88"" N","109° 8' 45.61"" E",2023-08-10 17:19:00
six,"-81° -36' -9.19"" N","-75° -21' -9.52"" E",2023-05-31 09:37:52
amount,"-28° -41' -6.30"" N","-7° -39' -2.25"" E",2023-07-27 14:42:08
somebody,"42° 23' 48.77"" N","73° 27' 24.53"" E",2023-03-31 04:22:29
give,"16° 15' 38.19"" N","158° 52' 8.58"" E",2023-01-19 00:01:18
ask,"-23° -55' -39.49"" N","-22° -36' -57.00"" E",2023-05-31 02:40:16
together,"-45° -25' -2.69"" N","-137° -4' -20.56"" E",2023-06-20 20:51:27
happy,"-1° -36' -29.25"" N","-119° -9' -36.81"" E",2023-12-29 06:20:32
wind,"25° 23' 57.49"" N","-138° -28' -32.59"" E",2023-08-12 14:00:03
simply,"45° 1' 0.74"" N","-154° -55' -41.70"" E",2023-03-07 20:10:48
modern,"-88° -25' -15.97"" N","-51° 0' -0.14"" E",2023-08-15 06:36:38
side,"-82° -7' -15.35"" N","24° 30' 42.09"" E",2023-05-12 23:17:46
environmental,"24° 15' 8.65"" N","-152° -39' -44.41"" E",2023-03-23 09:40:04
account,"-46° -15' -23.39"" N","-4° -18' -51.89"" E",2023-09-27 21:47:42
parent,"-67° -26' -25.58"" N","85° 20' 40.28"" E",2023-07-12 00:54:56
past,"11° 27' 35.44"" N","-146° -53' -3.21"" E",2023-02-25 09:36:19
billion,"0° 4' 25.21"" N","-105° -2' -5.28"" E",2023-06-28 17:48:26
until,"10° 15' 43.48"" N","47° 6' 19.34"" E",2023-09-03 09:19:30
be,"56° 30' 5.42"" N","159° 30' 43.88"" E",2023-03-27 06:01:37
true,"-63° -59' -24.24"" N","88° 21' 18.63"" E",2023-06-22 11:01:34
amount,"-19° -32' -39.93"" N","139° 2' 27.81"" E",2023-06-27 23:32:37
shake,"68° 24' 2.38"" N","177° 25' 8.09"" E",2023-02-28 02:23:21
happy,"70° 34' 55.53"" N","-21° -23' -37.36"" E",2023-09-04 13:27:18
focus,"16° 1' 4.52"" N","-120° -18' -57.35"" E",2023-07-08 09:51:26
team,"-63° -39' -55.99"" N","67° 18' 9.10"" E",2023-01-09 17:46:31
both,"35° 49' 9.05"" N","-49° -25' -4.95"" E",2023-04-06 03:47:01
force,"11° 45' 7.03"" N","-91° -5' -39.18"" E",2023-01-26 16:59:59
act,"-68° -26' -55.56"" N","129° 29' 2.38"" E",2023-08-02 04:20:37
forward,"31° 12' 37.27"" N","-102° -40' -28.70"" E",2023-12-07 17:42:58
budget,"68° 39' 36.20"" N","-123° -34' -33.46"" E",2023-11-19 04:22:46
value,"-46° -40' -13.68"" N","22° 3' 31.68"" E",2023-04-20 06:33:27
green,"86° 17' 22.47"" N","-86° -7' -25.19"" E",2023-04-24 21:10:28
machine,"-20° -8' -27.15"" N","-30° -15' -56.84"" E",2023-04-26 04:00:19
dream,"-70° -28' -10.47"" N","-144° -27' -11.21"" E",2023-07-09 06:50:00
test,"22° 12' 3.46"" N","-57° -48' -36.53"" E",2023-04-13 02:27:39
stock,"-84° -52' -41.15"" N","-37° -49' -27.69"" E",2023-12-22 20:33:54
common,"-16° -27' -51.05"" N","-23° -41' -26.84"" E",2023-10-10 00:55:25
impact,"43° 5' 49.54"" N","167° 6' 9.37"" E",2023-08-20 00:07:31
red,"27° 40' 51.88"" N","130° 11' 19.42"" E",2023-07-17 19:15:03
finally,"81° 44' 13.98"" N","172° 8' 4.46"" E",2023-01-03 15:24:36
dinner,"-84° -49' -7.93"" N","27° 6' 3.03"" E",2023-07-26 07:27:40
financial,"18° 44' 47.30"" N","-24° -42' -10.38"" E",2023-07-29 04:45:18
meet,"32° 45' 38.32"" N","-28° -7' -3.06"" E",2023-05-25 06:31:38
throughout,"-29° -6' -12.90"" N","-16° -32' -16.14"" E",2023-10-28 12:57:10
box,"4° 21' 40.00"" N","-151° -42' -31.97"" E",2023-10-03 13:04:15
list,"-68° -32' -3.84"" N","-54° -16' -7.08"" E",2023-03-20 05:38:31
Republican,"89° 2' 51.09"" N","-156° -29' -54.58"" E",2023-12-21 10:12:24
main,"-84° -28' -16.38"" N","66° 57' 10.42"" E",2023-11-28 05:36:12
sell,"41° 23' 11.25"" N","160° 30' 22.22"" E",2023-05-20 21:00:45
article,"-38° -26' -19.12"" N","123° 17' 41.36"" E",2023-08-10 14:41:18
industry,"-68° -29' -48.52"" N","140° 25' 29.62"" E",2023-11-20 00:13:06
role,"58° 25' 11.18"" N","-129° -10' -34.69"" E",2023-11-30 19:46:54
left,"9° 33' 29.77"" N","154° 24' 33.07"" E",2023-12-23 23:26:27
moment,"6° 47' 58.57"" N","-168° -4' -33.77"" E",2023-03-16 18:46:49
ground,"-27° 0' -27.56"" N","-1° -15' -21.18"" E",2023-07-24 12:07:26
production,"-1° -30' -53.94"" N","11° 9' 51.65"" E",2023-07-22 11:57:27
education,"-60° -31' -44.04"" N","128° 57' 6.31"" E",2023-02-11 18:04:49
organization,"-59° -10' -21.85"" N","41° 25' 20.75"" E",2023-02-21 18:15:15
information,"-79° -4' -44.04"" N","-128° -2' -25.92"" E",2023-07-02 12:52:45
stop,"-79° -52' -25.96"" N","123° 41' 14.40"" E",2023-07-13 20:11:35
explain,"-51° -21' -46.40"" N","53° 31' 55.22"" E",2023-12-26 08:37:49
base,"-18° -55' -47.14"" N","19° 33' 31.06"" E",2023-04-18 10:14:45
many,"34° 22' 12.39"" N","16° 24' 6.88"" E",2023-08-10 23:30:33
discover,"-80° -44' -23.78"" N","-7° -28' -57.59"" E",2023-06-27 19:25:57
without,"-80° -39' -31.24"" N","-78° -22' -52.23"" E",2023-01-15 08:06:27
economy,"-21° -24' -57.05"" N","-64° -29' -3.49"" E",2023-05-07 11:37:20
pretty,"-50° -3' -18.44"" N","-138° -41' -31.58"" E",2023-09-08 04:02:27
rock,"-50° -33' -30.81"" N","161° 34' 12.86"" E",2023-08-10 19:24:34
compare,"-68° -11' -39.19"" N","130° 56' 59.64"" E",2023-01-17 18:05:35
police,"89° 56' 59.07"" N","105° 59' 46.05"" E",2023-06-16 09:47:15
network,"89° 58' 27.48"" N","112° 55' 6.72"" E",2023-02-23 15:19:29
exactly,"-61° -40' -48.17"" N","-8° -21' -27.97"" E",2023-11-19 20:23:02
career,"11° 40' 41.44"" N","3° 34' 53.12"" E",2023-12-13 11:59:07
white,"81° 9' 55.75"" N","-111° -35' -58.56"" E",2023-02-14 15:34:47
whole,"78° 41' 44.92"" N","117° 26' 59.13"" E",2023-06-09 20:57:31
true,"-59° -41' -5.62"" N","-32° -39' -53.15"" E",2023-11-03 02:01:19
perform,"-39° -52' -25.97"" N","106° 46' 1.92"" E",2023-10-15 07:19:13
major,"7° 46' 3.76"" N","-62° -12' -44.64"" E",2023-06-06 22:39:46
himself,"-15° -37' -30.22"" N","107° 56' 18.06"" E",2023-07-20 17:52:18
various,"-11° -29' -7.12"" N","52° 35' 28.99"" E",2023-07-16 12:16:00
together,"-2° -51' -23.31"" N","-74° -23' -39.69"" E",2023-11-10 06:38:13
blue,"73° 48' 48.18"" N","134° 5' 14.11"" E",2023-08-01 15:27:52
event,"72° 21' 34.18"" N","-112° -17' -11.03"" E",2023-11-27 17:16:27
full,"66° 43' 19.96"" N","-23° -55' -34.11"" E",2023-02-08 00:55:05
run,"76° 0' 26.12"" N","-40° -6' -59.80"" E",2023-05-23 19:37:04
song,"-51° -47' -7.96"" N","59° 21' 50.79"" E",2023-01-13 09:24:35
run,"13° 59' 29.84"" N","118° 43' 19.09"" E",2023-10-31 17:58:45
through,"62° 48' 52.89"" N","-93° -32' -16.43"" E",2023-11-10 22:00:38
how,"57° 57' 20.32"" N","-121° -21' -32.04"" E",2023-09-23 23:53:36
thus,"80° 9' 30.61"" N","-73° -16' -8.03"" E",2023-06-11 12:15:32
some,"-83° -18' -58.28"" N","-71° -17' -58.28"" E",2023-11-15 12:20:03
value,"-86° -31' -41.02"" N","120° 13' 18.19"" E",2023-04-29 10:09:54
agree,"19° 43' 20.29"" N","-127° -32' -17.38"" E",2023-07-01 22:51:44
red,"-24° -55' -46.63"" N","148° 58' 51.36"" E",2023-12-18 00:20:10
western,"49° 57' 32.30"" N","-115° -41' -36.00"" E",2023-11-17 20:19:42
issue,"-79° -29' -41.57"" N","-64° -1' -25.71"" E",2023-08-12 20:38:14
political,"37° 30' 26.43"" N","88° 51' 51.78"" E",2023-01-23 18:25:42
your,"-67° -18' -22.52"" N","-39° -13' -22.33"" E",2023-01-09 10:52:17
move,"14° 21' 54.42"" N","82° 59' 22.16"" E",2023-10-10 12:53:31
their,"38° 6' 41.56"" N","-24° -40' -11.88"" E",2023-02-01 07:13:33
administration,"72° 5' 36.17"" N","-11° -39' -38.61"" E",2023-03-11 12:17:35
because,"-73° -41' -41.82"" N","-99° -8' -23.18"" E",2023-03-31 19:40:58
early,"37° 35' 45.31"" N","-66° -20' -19.68"" E",2023-05-10 09:41:21
include,"64° 16' 39.84"" N","-81° -26' -10.88"" E",2023-05-04 01:53:40
military,"43° 22' 30.00"" N","-40° -35' -23.68"" E",2023-02-03 05:47:47
many,"43° 51' 19.48"" N","171° 21' 12.15"" E",2023-11-03 16:45:31
win,"-1° -16' -27.51"" N","165° 37' 46.07"" E",2023-05-12 19:54:49
every,"-88° -2' -28.99"" N","67° 36' 42.58"" E",2023-01-25 18:00:38
without,"-77° -43' -4.82"" N","31° 46' 30.23"" E",2023-02-14 05:44:42
a,"0° 11' 52.72"" N","-58° -20' -46.33"" E",2023-06-22 22:42:18
people,"32° 4' 14.61"" N","-81° -41' -18.48"" E",2023-11-07 12:11:07
sign,"65° 24' 4.10"" N","-175° -41' -58.43"" E",2023-08-13 05:11:09
indeed,"22° 14' 40.97"" N","110° 14' 36.58"" E",2023-03-20 21:04:03
professor,"-89° -33' -30.95"" N","-131° -9' -41.96"" E",2023-07-11 11:52:31
increase,"14° 56' 7.06"" N","-137° -25' -30.65"" E",2023-05-28 07:52:45
each,"-9° -31' -43.49"" N","-145° -39' -41.41"" E",2023-07-03 23:41:52
indicate,"-60° -8' -3.47"" N","105° 28' 14.92"" E",2023-04-27 00:30:42
production,"-20° -54' -3.96"" N","102° 53' 56.00"" E",2023-03-30 15:47:13
Mrs,"-51° -32' -21.98"" N","-30° -26' -3.65"" E",2023-09-26 07:09:59
without,"-67° -47' -18.16"" N","-14° -1' -33.81"" E",2023-05-22 02:08:00
past,"87° 17' 10.90"" N","96° 6' 30.51"" E",2023-11-27 20:17:23
few,"-42° -12' -51.42"" N","139° 9' 2.91"" E",2023-09-21 22:53:36
everything,"-22° -42' -10.50"" N","-146° -30' -47.48"" E",2023-01-21 18:59:39
maybe,"-13° -41' -5.21"" N","44° 43' 39.48"" E",2023-03-14 14:36:58
third,"-21° -27' -56.57"" N","-88° -27' -35.32"" E",2023-10-17 21:29:57
understand,"-7° -32' -35.28"" N","47° 53' 19.62"" E",2023-05-20 11:39:12
coach,"-49° -23' -41.84"" N","59° 11' 40.34"" E",2023-03-15 18:25:38
work,"-78° -18' -56.60"" N","-42° -45' -44.97"" E",2023-10-17 23:51:47
keep,"-30° -17' -44.36"" N","-143° -42' -47.34"" E",2023-07-14 21:47:10
few,"32° 9' 43.36"" N","-110° -19' -53.56"" E",2023-09-09 06:14:32
sign,"58° 31' 51.28"" N","-3° -56' -48.65"" E",2023-01-26 04:57:36
wonder,"39° 14' 14.65"" N","-61° -42' -35.29"" E",2023-08-26 19:28:00
character,"83° 22' 29.32"" N","-163° -33' -22.27"" E",2023-08-25 11:57:13
answer,"27° 0' 56.38"" N","-148° -9' -28.74"" E",2023-12-21 02:45:25
before,"-15° -58' -4.34"" N","142° 25' 49.99"" E",2023-03-07 04:12:55
off,"-25° -42' -10.51"" N","139° 2' 3.88"" E",2023-06-01 22:00:45
region,"62° 56' 3.02"" N","-148° -35' -40.68"" E",2023-03-31 09:06:18
identify,"-20° -22' -56.95"" N","125° 35' 57.17"" E",2023-08-07 11:09:55
despite,"15° 43' 35.45"" N","170° 28' 48.54"" E",2023-09-18 01:14:04
claim,"-57° -57' -15.56"" N","156° 15' 42.01"" E",2023-03-19 05:45:22
