Rover ID,Latitude,Longitude,Timestamp
also,"-74° -41' -53.69"" N","-159° -26' -21.66"" E",2023-05-13 10:35:02
treatment,"-10° -30' -10.68"" N","59° 37' 25.14"" E",2023-06-14 14:46:47
amount,"51° 9' 53.38"" N","-82° -25' -38.10"" E",2023-12-31 21:53:35
table,"-87° -44' -40.98"" N","-67° -7' -4.90"" E",2023-03-02 06:42:10
coach,"-20° -48' -56.38"" N","71° 12' 13.65"" E",2023-08-23 16:10:23
agent,"47° 58' 29.40"" N","-169° -2' -36.96"" E",2023-02-08 08:05:47
research,"25° 48' 25.43"" N","-35° -21' -40.73"" E",2023-09-18 10:34:49
less,"81° 25' 0.32"" N","85° 45' 11.17"" E",2023-03-31 15:29:06
Republican,"-32° -51' -5.22"" N","161° 23' 44.17"" E",2023-08-15 14:59:49
power,"3° 45' 12.79"" N","-178° -36' -40.29"" E",2023-10-30 20:30:42
everything,"-78° -41' -55.46"" N","-87° -12' -58.89"" E",2023-06-23 16:48:48
reduce,"78° 9' 36.49"" N","69° 11' 29.62"" E",2023-08-16 14:26:53
room,"-37° -30' -56.31"" N","126° 52' 16.61"" E",2023-01-15 14:10:08
sister,"14° 11' 36.56"" N","-128° -40' -33.73"" E",2023-04-27 20:34:09
mouth,"-20° -50' -48.78"" N","-118° -39' -57.02"" E",2023-09-04 13:05:52
rise,"50° 20' 3.35"" N","-57° -42' -13.40"" E",2023-03-25 13:43:28
federal,"-45° -14' -9.73"" N","67° 32' 5.04"" E",2023-02-23 10:31:27
tonight,"-24° -36' -15.89"" N","90° 7' 55.39"" E",2023-01-31 10:03:28
detail,"28° 29' 58.19"" N","-11° -47' -48.06"" E",2023-09-04 07:43:20
increase,"-15° -54' -49.52"" N","-91° -44' -2.00"" E",2023-10-31 21:09:18
choose,"8° 40' 22.22"" N","167° 53' 11.89"" E",2023-08-04 12:46:53
his,"4° 45' 36.57"" N","16° 31' 30.23"" E",2023-03-07 00:49:21
stand,"71° 58' 37.44"" N","-156° -52' -27.39"" E",2023-03-10 11:42:34
admit,"10° 51' 22.48"" N","59° 29' 56.25"" E",2023-09-14 22:20:58
their,"-63° -9' -38.66"" N","-160° -34' -7.12"" E",2023-02-09 21:40:52
coach,"0° -22' -44.90"" N","59° 44' 36.83"" E",2023-06-21 10:18:49
different,"84° 47' 44.60"" N","-46° -36' -26.63"" E",2023-10-21 09:50:52
traditional,"78° 17' 10.29"" N","-132° -15' -11.46"" E",2023-03-13 17:24:26
yourself,"63° 6' 58.15"" N","4° 24' 30.60"" E",2023-03-06 05:54:39
meeting,"16° 34' 31.09"" N","165° 22' 41.77"" E",2023-07-24 10:15:24
play,"7° 1' 31.05"" N","-100° -21' -28.07"" E",2023-12-03 19:45:51
apply,"52° 21' 51.88"" N","85° 43' 21.91"" E",2023-02-20 00:37:53
development,"68° 16' 7.95"" N","-172° -11' -34.99"" E",2023-09-13 00:37:04
though,"7° 21' 36.80"" N","-106° -31' -25.54"" E",2023-04-26 21:01:09
thousand,"-71° -43' -33.58"" N","-74° -58' -15.37"" E",2023-01-04 01:11:13
home,"64° 28' 22.80"" N","160° 54' 2.43"" E",2023-07-23 10:16:39
well,"-56° -58' -1.34"" N","161° 51' 29.24"" E",2023-04-23 18:08:43
floor,"-65° -5' -47.24"" N","-48° -9' -55.67"" E",2023-04-03 17:44:35
case,"54° 3' 29.89"" N","-124° -22' -53.33"" E",2023-09-27 10:58:44
group,"1° 27' 14.04"" N","-146° -45' -53.46"" E",2023-12-13 01:43:14
thousand,"-20° -18' -58.09"" N","-101° -7' -58.51"" E",2023-05-19 19:11:21
resource,"-50° -3' -23.25"" N","142° 56' 57.39"" E",2023-01-14 03:53:46
against,"43° 43' 25.91"" N","177° 2' 0.11"" E",2023-10-28 12:56:27
plant,"-77° -3' -10.62"" N","-11° -11' -5.71"" E",2023-07-04 03:18:42
successful,"55° 2' 53.90"" N","143° 8' 17.38"" E",2023-01-31 11:45:09
affect,"51° 19' 30.20"" N","104° 41' 53.68"" E",2023-06-06 02:38:26
happen,"65° 59' 40.97"" N","-157° -59' -10.75"" E",2023-12-30 01:34:11
federal,"64° 5' 58.21"" N","-83° -57' -39.16"" E",2023-06-20 20:07:11
actually,"-74° -13' -38.58"" N","105° 57' 35.30"" E",2023-03-30 05:37:31
good,"25° 27' 12.46"" N","68° 44' 50.34"" E",2023-06-24 01:22:03
series,"70° 5' 55.50"" N","92° 52' 57.35"" E",2023-07-28 15:15:14
budget,"-58° -22' -24.94"" N","-4° -10' -11.85"" E",2023-11-19 03:24:44
school,"80° 49' 7.12"" N","18° 6' 34.17"" E",2023-12-30 00:06:46
get,"2° 11' 51.86"" N","-32° 0' -36.27"" E",2023-07-02 17:16:27
face,"12° 4' 28.05"" N","135° 0' 45.96"" E",2023-06-05 06:27:18
only,"60° 21' 5.01"" N","109° 34' 27.69"" E",2023-06-20 14:13:34
Democrat,"44° 33' 38.20"" N","125° 37' 6.97"" E",2023-10-10 20:36:52
second,"-89° -24' -34.63"" N","-174° -44' -43.45"" E",2023-07-24 03:31:20
general,"-11° -14' -8.19"" N","91° 6' 39.33"" E",2023-04-15 15:32:18
attention,"41° 29' 25.19"" N","-141° -28' -42.60"" E",2023-04-11 06:32:53
party,"-76° -18' -8.36"" N","88° 36' 59.88"" E",2023-01-11 05:53:28
present,"43° 19' 34.89"" N","55° 39' 58.28"" E",2023-06-14 06:24:57
necessary,"-6° -10' -57.50"" N","-70° -50' -5.90"" E",2023-09-26 00:35:16
new,"67° 15' 24.96"" N","-8° -57' -17.20"" E",2023-10-17 11:32:17
whether,"61° 39' 48.10"" N","-173° -47' -10.75"" E",2023-11-13 22:12:19
condition,"-68° -18' -40.68"" N","-30° -59' -14.41"" E",2023-04-21 16:56:03
detail,"-61° -58' -57.22"" N","-38° -36' -7.68"" E",2023-05-09 15:43:10
certainly,"-37° -6' -32.33"" N","68° 35' 29.08"" E",2023-12-05 04:29:49
individual,"26° 14' 40.38"" N","74° 46' 8.61"" E",2023-07-12 06:49:08
want,"30° 53' 51.14"" N","4° 26' 31.53"" E",2023-01-05 15:06:10
less,"31° 51' 27.35"" N","-24° -2' -21.21"" E",2023-05-28 06:38:30
center,"-60° -14' -53.69"" N","-88° -11' -47.85"" E",2023-06-08 06:54:32
voice,"27° 45' 7.50"" N","-18° -4' -27.19"" E",2023-11-28 15:44:37
face,"40° 58' 11.59"" N","146° 54' 45.32"" E",2023-12-10 20:46:30
skin,"38° 7' 24.72"" N","78° 34' 41.76"" E",2023-02-01 14:55:46
agreement,"59° 31' 17.88"" N","-66° -25' -38.25"" E",2023-12-13 08:40:26
sell,"-77° -3' -12.61"" N","-153° -56' -30.74"" E",2023-01-12 22:40:39
able,"79° 38' 37.87"" N","107° 14' 9.08"" E",2023-12-21 16:46:58
often,"53° 59' 30.74"" N","-123° -4' -18.75"" E",2023-09-04 05:57:41
describe,"-10° -31' -18.48"" N","-138° -13' -59.85"" E",2023-04-06 22:07:12
recently,"-25° -40' -4.85"" N","-61° -34' -32.36"" E",2023-01-06 07:20:20
else,"6° 28' 24.25"" N","58° 52' 1.83"" E",2023-01-05 06:11:21
item,"-23° -48' -13.29"" N","85° 16' 14.56"" E",2023-06-24 00:27:21
certainly,"18° 12' 53.04"" N","-164° -15' -30.93"" E",2023-11-11 02:38:42
goal,"56° 5' 52.36"" N","124° 20' 27.78"" E",2023-03-29 06:58:22
brother,"-56° -37' -38.52"" N","82° 34' 41.11"" E",2023-02-12 21:10:02
act,"-76° -38' -11.39"" N","126° 0' 12.54"" E",2023-01-20 03:35:53
remember,"41° 30' 22.58"" N","-126° -41' -9.01"" E",2023-02-23 00:09:04
law,"-73° -30' -14.75"" N","110° 45' 51.83"" E",2023-12-18 22:59:48
give,"-28° -35' -59.49"" N","-170° -20' -49.14"" E",2023-07-28 00:15:51
at,"23° 21' 34.68"" N","-58° -23' -0.71"" E",2023-02-23 16:17:51
I,"84° 25' 36.91"" N","42° 35' 35.97"" E",2023-04-19 11:22:05
cover,"15° 31' 43.34"" N","-135° -28' -1.69"" E",2023-10-07 01:35:58
during,"-52° -8' -30.82"" N","-59° -55' -20.15"" E",2023-06-08 18:42:09
space,"7° 37' 45.74"" N","-88° -47' -59.12"" E",2023-06-18 18:36:36
account,"-88° -40' -51.86"" N","-47° -49' -32.08"" E",2023-06-25 15:43:45
service,"70° 32' 27.54"" N","48° 7' 7.54"" E",2023-03-27 00:31:46
shake,"62° 59' 30.11"" N","-29° -33' -25.94"" E",2023-01-05 23:27:53
third,"47° 46' 0.70"" N","-44° -35' -51.33"" E",2023-05-07 10:22:47
prove,"-72° -59' -14.13"" N","-62° -53' -51.05"" E",2023-10-30 17:58:33
firm,"-88° -5' -0.36"" N","-175° -12' -47.89"" E",2023-02-25 07:27:34
win,"-30° -16' -15.25"" N","5° 8' 46.12"" E",2023-02-22 15:35:53
gun,"31° 42' 28.44"" N","-67° -48' -10.63"" E",2023-04-23 06:37:15
success,"-62° 0' -57.26"" N","5° 43' 31.58"" E",2023-12-18 10:50:31
call,"11° 53' 0.01"" N","-75° -12' -44.53"" E",2023-05-15 16:07:04
trip,"-9° -49' -32.89"" N","-29° -3' -59.09"" E",2023-07-20 15:22:03
language,"18° 9' 9.33"" N","-25° -53' -3.45"" E",2023-06-09 22:17:03
leader,"-28° -5' -47.95"" N","-101° -19' -41.32"" E",2023-01-29 06:28:05
among,"78° 13' 30.86"" N","-154° -25' -6.05"" E",2023-02-07 00:02:55
budget,"50° 49' 18.15"" N","68° 32' 45.86"" E",2023-11-24 04:30:01
culture,"61° 2' 48.60"" N","-61° -36' -59.73"" E",2023-02-08 20:34:23
above,"-61° -33' -48.23"" N","151° 11' 31.39"" E",2023-05-13 15:52:40
bring,"-56° -16' -19.41"" N","153° 32' 5.45"" E",2023-07-16 16:38:09
teacher,"73° 11' 58.84"" N","-22° -48' -27.80"" E",2023-07-21 05:00:59
new,"-52° -56' -56.49"" N","17° 54' 19.77"" E",2023-08-18 19:22:43
energy,"78° 31' 39.27"" N","3° 28' 22.85"" E",2023-01-16 21:39:41
line,"45° 46' 56.40"" N","-75° -58' -45.64"" E",2023-04-18 05:26:19
official,"19° 7' 43.61"" N","60° 23' 58.43"" E",2023-07-03 12:22:38
add,"45° 17' 15.23"" N","143° 8' 45.24"" E",2023-04-23 20:55:50
above,"-63° -38' -0.07"" N","-20° -19' -8.89"" E",2023-09-06 05:47:24
employee,"35° 8' 55.43"" N","-17° -13' -9.41"" E",2023-06-01 12:01:40
end,"-58° -9' -52.16"" N","-119° -35' -12.67"" E",2023-02-08 14:55:22
whatever,"63° 41' 4.87"" N","-20° -39' -57.23"" E",2023-12-21 08:59:46
even,"-83° -52' -45.99"" N","-174° -43' -27.71"" E",2023-09-29 13:48:30
prepare,"-74° -25' -48.33"" N","24° 5' 44.45"" E",2023-11-14 20:17:16
in,"-82° -24' -15.45"" N","62° 52' 18.74"" E",2023-12-11 04:47:40
chair,"-64° -7' -27.37"" N","59° 5' 47.43"" E",2023-05-16 03:21:28
force,"-51° -13' -54.11"" N","46° 40' 47.37"" E",2023-01-02 19:26:14
fight,"-84° -42' -42.65"" N","119° 41' 38.37"" E",2023-01-14 08:18:43
item,"3° 57' 4.60"" N","-13° -1' -16.54"" E",2023-04-10 13:30:40
miss,"23° 0' 57.74"" N","-65° -23' -23.14"" E",2023-05-10 05:24:19
baby,"-15° -28' -33.49"" N","71° 12' 34.63"" E",2023-09-17 18:50:36
general,"-47° -10' -39.98"" N","-116° -10' -29.90"" E",2023-08-26 10:30:42
leave,"-80° -49' -1.94"" N","-68° -13' -46.16"" E",2023-08-20 06:51:40
manager,"-27° -6' -31.99"" N","-159° -52' -20.81"" E",2023-07-15 03:13:43
current,"-58° -32' -21.09"" N","-5° -5' -45.94"" E",2023-03-04 16:36:44
early,"-29° -29' -44.55"" N","-89° -57' -55.56"" E",2023-12-19 02:42:15
amount,"75° 48' 34.74"" N","33° 46' 56.92"" E",2023-03-04 07:52:00
certainly,"34° 32' 36.07"" N","5° 18' 33.14"" E",2023-08-28 15:32:23
physical,"72° 7' 0.59"" N","100° 56' 29.30"" E",2023-07-21 09:40:30
good,"-18° -18' -8.53"" N","-107° -52' -47.02"" E",2023-12-06 09:32:06
today,"18° 31' 17.77"" N","27° 46' 40.75"" E",2023-10-05 14:52:37
glass,"-84° -4' -4.41"" N","-149° -38' -42.29"" E",2023-03-13 14:46:42
cause,"88° 49' 28.46"" N","-135° -35' -34.60"" E",2023-11-03 03:32:03
responsibility,"11° 21' 36.58"" N","-2° -37' -38.51"" E",2023-10-26 11:13:01
drop,"-87° 0' -22.18"" N","-151° -56' -0.87"" E",2023-10-25 18:00:45
civil,"77° 26' 51.04"" N","-120° -3' -36.02"" E",2023-08-28 15:14:23
charge,"39° 53' 2.63"" N","-144° -3' -25.23"" E",2023-02-01 16:56:32
budget,"42° 20' 33.76"" N","17° 6' 28.43"" E",2023-02-09 03:36:42
appear,"71° 56' 7.95"" N","-92° -31' -28.34"" E",2023-01-19 15:18:21
amount,"-36° -43' -39.89"" N","-95° -18' -4.46"" E",2023-02-06 06:57:12
indicate,"19° 21' 57.19"" N","-134° -38' -2.65"" E",2023-05-13 02:21:22
arm,"-5° -29' -25.79"" N","38° 20' 52.11"" E",2023-07-15 03:40:06
dream,"18° 53' 37.27"" N","12° 4' 46.30"" E",2023-12-25 04:14:21
point,"14° 27' 14.37"" N","51° 11' 19.12"" E",2023-07-20 19:07:16
few,"-63° -42' -10.35"" N","-18° -43' -53.53"" E",2023-01-10 20:15:24
growth,"-23° -53' -48.09"" N","77° 17' 25.48"" E",2023-06-21 21:50:24
ten,"43° 10' 49.91"" N","-30° -21' -27.05"" E",2023-06-06 07:03:41
sound,"-58° -29' -23.52"" N","137° 0' 41.26"" E",2023-12-16 19:31:07
floor,"85° 21' 4.37"" N","-70° -10' -11.23"" E",2023-06-25 18:29:05
view,"62° 17' 2.33"" N","125° 23' 14.30"" E",2023-12-21 04:29:56
college,"-63° 0' -28.58"" N","-128° -27' -56.45"" E",2023-03-29 16:17:01
foreign,"21° 59' 3.50"" N","26° 24' 58.95"" E",2023-07-08 20:29:57
traditional,"-6° -39' -36.09"" N","44° 25' 55.20"" E",2023-03-21 23:24:44
quickly,"-84° -48' -36.51"" N","-134° -15' -20.89"" E",2023-09-04 03:08:09
stay,"-15° -36' -58.58"" N","-90° -43' -28.62"" E",2023-12-03 20:07:18
green,"48° 18' 53.60"" N","-151° -55' -29.11"" E",2023-11-07 06:20:57
tree,"-24° -4' -46.16"" N","-147° -45' -58.77"" E",2023-10-07 12:58:27
yet,"62° 42' 16.81"" N","151° 10' 42.48"" E",2023-03-22 10:09:11
law,"46° 4' 55.44"" N","102° 52' 22.51"" E",2023-02-28 19:45:55
sit,"59° 36' 8.74"" N","52° 56' 2.01"" E",2023-08-31 13:53:15
without,"15° 18' 13.67"" N","-9° -3' -38.02"" E",2023-05-28 12:32:41
kid,"-70° -15' -23.19"" N","-21° -20' -14.92"" E",2023-08-04 05:40:24
these,"-23° -20' -32.00"" N","-132° -9' -20.90"" E",2023-08-05 14:26:52
group,"-16° -23' -10.67"" N","-91° -41' -41.60"" E",2023-08-23 00:32:00
future,"19° 59' 13.44"" N","-111° -55' -16.47"" E",2023-03-17 09:43:09
cause,"-7° -19' -17.83"" N","-32° -43' -35.61"" E",2023-06-20 17:46:30
role,"-37° -49' -37.69"" N","-84° -12' -9.95"" E",2023-08-18 02:51:27
do,"-35° -46' -20.99"" N","24° 32' 25.94"" E",2023-04-24 14:44:57
commercial,"-24° -51' -3.61"" N","104° 42' 40.84"" E",2023-12-11 02:14:51
pay,"-63° -18' -58.24"" N","166° 36' 21.20"" E",2023-08-22 17:00:43
film,"-23° -29' -10.36"" N","173° 49' 50.48"" E",2023-01-18 16:21:14
movie,"57° 31' 49.52"" N","104° 51' 23.71"" E",2023-06-12 14:45:09
say,"48° 3' 51.22"" N","158° 20' 22.07"" E",2023-08-31 11:46:22
eat,"-27° -8' -57.64"" N","75° 45' 47.15"" E",2023-09-02 02:54:27
treat,"-24° -52' -43.45"" N","-49° -25' -39.57"" E",2023-06-07 05:48:43
growth,"-54° 0' -22.24"" N","40° 11' 50.23"" E",2023-11-07 22:52:38
term,"85° 11' 39.87"" N","122° 25' 11.37"" E",2023-12-15 00:08:35
major,"36° 36' 33.69"" N","-48° -55' -23.21"" E",2023-05-03 08:08:57
energy,"-44° -47' -44.26"" N","176° 33' 19.53"" E",2023-11-13 13:18:59
present,"-82° -5' -44.93"" N","138° 17' 38.30"" E",2023-10-23 23:43:41
century,"74° 3' 52.23"" N","142° 12' 42.63"" E",2023-06-30 14:01:01
relationship,"-65° -39' -21.11"" N","-42° -45' -24.50"" E",2023-01-06 20:20:48
suggest,"-15° -57' -59.59"" N","-29° -46' -53.04"" E",2023-03-01 05:25:31
young,"9° 56' 35.03"" N","114° 16' 3.76"" E",2023-01-13 17:20:24
anything,"73° 55' 9.55"" N","126° 57' 59.07"" E",2023-11-22 03:03:31
quality,"-47° -52' -4.44"" N","-160° -54' -54.92"" E",2023-02-06 21:23:17
continue,"-87° -16' -37.52"" N","179° 2' 29.94"" E",2023-07-20 03:51:07
thus,"-54° -10' -19.53"" N","-83° -27' -57.78"" E",2023-10-21 11:59:58
or,"-23° -22' -57.61"" N","-72° -4' -52.36"" E",2023-06-20 00:57:04
herself,"13° 55' 6.70"" N","-2° -45' -53.43"" E",2023-01-31 14:28:31
move,"56° 9' 17.73"" N","-101° 0' -23.55"" E",2023-11-08 07:09:17
station,"-48° -55' -28.93"" N","29° 53' 24.86"" E",2023-01-18 18:40:48
far,"16° 42' 46.89"" N","-173° -15' -58.23"" E",2023-05-02 11:34:00
style,"65° 23' 24.63"" N","-94° -43' -2.52"" E",2023-03-16 02:35:02
development,"46° 47' 59.85"" N","-89° -9' -18.97"" E",2023-03-21 17:59:36
process,"37° 55' 23.17"" N","-130° -3' -46.54"" E",2023-10-19 12:24:13
protect,"-67° -18' -41.27"" N","14° 16' 47.07"" E",2023-07-26 21:19:57
agent,"-76° -3' -31.84"" N","22° 7' 8.98"" E",2023-01-16 00:39:18
night,"-23° -49' -39.51"" N","97° 22' 14.77"" E",2023-03-24 13:25:29
game,"-48° -54' -7.62"" N","-22° -54' -50.36"" E",2023-05-16 15:29:01
sister,"-65° -6' -45.77"" N","-25° -29' -46.48"" E",2023-11-11 13:39:36
finish,"50° 5' 13.64"" N","-52° -45' -5.06"" E",2023-01-22 14:41:26
population,"50° 56' 34.21"" N","-108° -44' -39.33"" E",2023-11-12 18:13:42
affect,"-24° -21' -36.89"" N","167° 16' 16.02"" E",2023-03-11 07:23:36
everybody,"61° 42' 10.74"" N","-147° -58' -5.60"" E",2023-03-24 07:19:20
radio,"-30° -53' -32.87"" N","-106° -55' -45.63"" E",2023-03-28 03:50:51
main,"45° 20' 7.47"" N","-85° -52' -50.40"" E",2023-01-05 23:51:14
already,"-44° -46' -43.96"" N","-27° -41' -58.62"" E",2023-05-24 08:17:28
hair,"19° 55' 25.30"" N","172° 16' 27.63"" E",2023-09-12 14:22:27
quickly,"10° 47' 50.38"" N","20° 44' 37.48"" E",2023-05-13 01:53:16
especially,"86° 7' 29.32"" N","31° 32' 28.51"" E",2023-01-13 12:11:15
certain,"16° 32' 6.08"" N","89° 28' 23.97"" E",2023-05-17 06:27:14
training,"-28° -26' -55.37"" N","74° 42' 3.59"" E",2023-04-14 18:13:47
education,"-85° -26' -40.15"" N","-92° 0' -40.98"" E",2023-07-13 16:31:50
suddenly,"-78° -31' -42.69"" N","-17° -36' -8.74"" E",2023-08-10 10:37:28
usually,"-64° -42' -48.99"" N","-143° -15' -40.66"" E",2023-12-21 16:00:46
close,"88° 13' 30.85"" N","-127° -46' -51.45"" E",2023-02-26 17:12:13
attention,"-65° -16' -26.16"" N","57° 9' 31.77"" E",2023-03-28 19:16:55
give,"7° 41' 15.59"" N","-172° -39' -13.93"" E",2023-01-23 19:44:20
make,"-18° -13' -21.78"" N","166° 20' 55.29"" E",2023-01-03 07:37:22
in,"24° 24' 13.25"" N","-8° -9' -19.27"" E",2023-12-24 10:38:39
prevent,"11° 1' 23.19"" N","70° 17' 29.07"" E",2023-03-08 02:42:52
help,"18° 7' 17.26"" N","41° 22' 37.22"" E",2023-06-03 05:12:44
fight,"-13° -11' -47.22"" N","173° 15' 44.46"" E",2023-01-17 11:24:34
fund,"44° 41' 7.94"" N","-134° -9' -4.08"" E",2023-05-29 19:54:37
leader,"9° 19' 36.40"" N","15° 22' 11.34"" E",2023-06-13 05:44:36
wall,"67° 36' 16.68"" N","-115° -35' -49.41"" E",2023-10-26 20:07:46
pattern,"-16° -56' -31.49"" N","118° 2' 39.86"" E",2023-09-28 18:18:11
safe,"-86° -7' -46.88"" N","134° 20' 32.06"" E",2023-01-24 23:09:46
eight,"47° 9' 38.78"" N","145° 16' 10.42"" E",2023-06-06 01:31:19
stay,"86° 34' 54.35"" N","83° 54' 32.17"" E",2023-11-11 15:26:32
bad,"78° 44' 38.37"" N","-64° -56' -33.30"" E",2023-01-09 19:08:22
character,"55° 31' 2.34"" N","-105° -17' -34.01"" E",2023-10-10 22:39:13
system,"-86° -40' -9.31"" N","4° 51' 59.24"" E",2023-12-03 11:37:32
message,"-41° -59' -37.58"" N","89° 20' 8.94"" E",2023-09-09 01:02:46
without,"37° 4' 41.18"" N","-48° -13' -40.78"" E",2023-02-03 22:17:33
sport,"20° 51' 10.06"" N","0° 11' 30.29"" E",2023-02-02 13:43:44
wind,"-84° -20' -39.33"" N","-62° -24' -35.49"" E",2023-01-11 20:18:13
prepare,"22° 8' 28.17"" N","5° 12' 40.64"" E",2023-05-20 14:59:04
give,"37° 1' 55.20"" N","-64° -53' -49.59"" E",2023-11-05 10:54:25
from,"-36° -1' -3.69"" N","-115° -32' -19.19"" E",2023-05-30 22:27:34
see,"24° 8' 42.95"" N","49° 38' 11.17"" E",2023-08-23 22:15:57
guess,"85° 11' 36.59"" N","-46° -52' -36.96"" E",2023-08-05 19:39:30
goal,"47° 7' 53.10"" N","21° 46' 42.52"" E",2023-08-09 05:48:44
new,"80° 41' 52.72"" N","-40° -32' -47.07"" E",2023-04-16 20:56:03
know,"-83° -30' -21.45"" N","-131° -31' -38.56"" E",2023-04-27 19:54:29
senior,"-51° -55' -2.91"" N","-165° -34' -8.41"" E",2023-12-14 13:55:41
fall,"-76° -38' -46.07"" N","86° 34' 1.38"" E",2023-09-06 23:00:25
gun,"15° 55' 46.60"" N","86° 40' 9.41"" E",2023-02-11 12:05:34
perhaps,"9° 49' 30.29"" N","-135° -57' -25.29"" E",2023-12-04 13:19:49
history,"-38° -17' -27.27"" N","137° 12' 54.08"" E",2023-01-26 18:33:10
learn,"-73° -49' -43.63"" N","-124° -48' -12.45"" E",2023-05-31 09:27:10
record,"-5° 0' -9.60"" N","-80° -20' -37.27"" E",2023-12-21 08:58:42
check,"27° 30' 22.04"" N","97° 21' 38.56"" E",2023-03-20 04:00:31
forget,"34° 39' 15.44"" N","-174° -4' -44.13"" E",2023-08-17 07:40:27
middle,"48° 10' 57.36"" N","-13° -11' -58.77"" E",2023-06-19 06:22:32
institution,"89° 25' 46.67"" N","-5° -37' -44.54"" E",2023-01-21 13:06:20
onto,"61° 34' 16.29"" N","-94° -39' -22.12"" E",2023-04-24 03:47:51
company,"10° 34' 54.87"" N","103° 11' 23.04"" E",2023-01-21 20:42:26
never,"-43° -25' -11.86"" N","-138° -8' -45.44"" E",2023-11-15 01:12:40
here,"-5° -8' -53.03"" N","-98° 0' -55.32"" E",2023-12-23 00:42:26
person,"48° 34' 7.35"" N","61° 38' 4.14"" E",2023-05-24 11:04:21
rest,"-17° -50' -6.00"" N","117° 28' 1.12"" E",2023-12-08 23:42:30
according,"84° 56' 31.64"" N","147° 50' 17.18"" E",2023-06-30 06:34:39
right,"-16° -23' -13.27"" N","116° 22' 9.53"" E",2023-09-05 09:58:50
since,"46° 22' 47.52"" N","-136° -46' -25.26"" E",2023-10-15 20:42:21
represent,"-14° -33' -2.44"" N","94° 42' 53.41"" E",2023-05-27 04:29:29
stop,"-45° -42' -3.69"" N","118° 27' 40.37"" E",2023-07-31 09:24:41
every,"86° 57' 33.58"" N","-123° -48' -0.82"" E",2023-11-15 16:47:59
win,"21° 11' 42.43"" N","61° 37' 17.83"" E",2023-06-05 16:14:10
really,"-26° -20' -58.12"" N","-48° -42' -30.41"" E",2023-06-06 17:22:45
political,"-60° -21' -45.15"" N","111° 51' 30.41"" E",2023-10-23 10:09:44
somebody,"80° 21' 2.15"" N","-124° -41' -33.24"" E",2023-08-23 11:30:09
national,"-72° -15' -18.06"" N","94° 58' 44.20"" E",2023-08-17 16:50:48
thousand,"-88° -56' -0.67"" N","16° 54' 5.66"" E",2023-11-14 03:20:17
result,"47° 41' 37.02"" N","63° 56' 0.21"" E",2023-12-14 07:40:52
space,"29° 58' 33.34"" N","-108° -39' -23.89"" E",2023-09-06 17:28:47
area,"49° 43' 11.56"" N","65° 8' 40.46"" E",2023-06-27 22:48:05
imagine,"-32° -3' -33.53"" N","130° 41' 3.01"" E",2023-07-10 16:21:11
care,"62° 30' 13.01"" N","156° 22' 56.61"" E",2023-08-25 00:55:27
my,"20° 24' 55.69"" N","-162° -7' -15.95"" E",2023-11-26 16:03:43
alone,"-31° -15' -20.83"" N","-142° -39' -29.89"" E",2023-07-24 12:45:48
style,"51° 0' 20.95"" N","50° 32' 6.34"" E",2023-02-09 16:01:12
animal,"-18° -35' -17.85"" N","-86° -50' -52.57"" E",2023-09-11 11:54:34
may,"-40° -58' -47.36"" N","-38° -50' -5.65"" E",2023-12-10 03:07:00
music,"-78° -28' -57.40"" N","173° 56' 10.82"" E",2023-11-21 20:54:46
few,"-59° -55' -30.75"" N","-37° -25' -36.38"" E",2023-08-30 14:39:05
toward,"27° 36' 26.41"" N","126° 0' 37.88"" E",2023-07-10 16:55:51
second,"-28° -14' -34.82"" N","119° 30' 46.44"" E",2023-03-04 14:49:04
bad,"25° 12' 30.83"" N","109° 10' 11.87"" E",2023-11-02 13:58:01
pull,"53° 0' 24.60"" N","136° 39' 9.69"" E",2023-08-02 12:39:47
record,"65° 12' 39.73"" N","84° 45' 59.56"" E",2023-12-24 08:20:08
election,"-68° -20' -1.54"" N","8° 41' 28.38"" E",2023-03-10 09:06:05
amount,"-70° -11' -58.26"" N","-121° -24' -49.97"" E",2023-10-31 08:49:13
from,"-57° -6' -10.18"" N","162° 0' 27.91"" E",2023-03-15 19:11:31
me,"29° 36' 26.97"" N","-50° -11' -8.58"" E",2023-11-17 02:19:21
kitchen,"-25° -4' -47.41"" N","-155° -32' -30.97"" E",2023-03-11 06:11:57
herself,"44° 16' 51.04"" N","-17° -25' -25.20"" E",2023-05-19 15:50:00
development,"-89° -17' -56.64"" N","-52° -12' -21.99"" E",2023-11-25 16:32:50
officer,"-74° -13' -41.84"" N","-179° -39' -9.75"" E",2023-11-01 21:17:34
hard,"23° 42' 33.62"" N","90° 11' 13.07"" E",2023-05-01 18:56:30
always,"21° 17' 36.42"" N","170° 39' 7.44"" E",2023-02-02 05:56:51
case,"53° 21' 3.87"" N","-84° -9' -39.61"" E",2023-01-19 04:48:00
push,"-67° -8' -10.29"" N","105° 8' 17.34"" E",2023-06-16 22:35:18
growth,"-45° -46' -34.12"" N","45° 38' 21.69"" E",2023-07-07 14:10:34
phone,"-18° -24' -26.52"" N","107° 33' 33.36"" E",2023-01-20 16:57:35
try,"-80° -20' -52.09"" N","-127° -58' -20.24"" E",2023-04-10 20:25:44
scene,"59° 32' 12.03"" N","146° 0' 10.37"" E",2023-12-13 03:53:50
discuss,"73° 34' 48.86"" N","-144° -43' -50.59"" E",2023-11-20 13:05:14
